STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,GFS_STO,SECTOR,TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1991,30.2711371386034,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1992,29.3122313577604,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1993,29.411529349134,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1994,29.9492686946655,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1995,31.0753898344853,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1996,32.0884812656366,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1997,32.3240697116433,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1998,34.3960617619206,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,1999,36.8846337784155,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2000,36.463547508179,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2001,35.5878048813877,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2002,35.1065733436268,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2003,35.959127280962,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2004,36.1596081079872,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2005,36.28301925929,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2006,36.3088959170113,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2007,35.7788359274672,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2008,33.9779870904655,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2009,33.1906479114665,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2010,31.8347817674659,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2011,31.7826004335895,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2012,33.0022805370642,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2013,33.555141680387,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2014,33.8295785529871,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2015,34.4761355235839,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2016,34.8686222167758,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2017,35.059180221109,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2018,35.615478706247,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2019,34.5041797010601,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2020,35.7108186381904,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2021,35.4033582770579,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2022,35.3478556643979,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2023,36.2934225919965,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2024,36.6952059130172,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2025,36.5932950880483,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2026,36.3206077935176,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2027,36.1243484577652,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2028,36.0566159934119,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2029,36.0829487665881,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G1_S13_POGDP_PT,A,2030,36.0801240859931,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1991,21.6070739648839,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1992,27.631624581791,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1993,30.664966925441,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1994,31.7089810589434,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1995,31.1429604935134,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1996,29.345186845846,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1997,25.9071674737164,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1998,23.6981426549245,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,1999,22.5439547357077,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2000,19.4953224260251,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2001,17.1056648354732,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2002,15.0103786945341,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2003,13.1863062177558,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2004,11.9072644488376,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2005,10.8581118221134,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2006,9.93779502648688,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2007,9.6654471957317,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2008,11.7416619851931,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2009,16.6222059524647,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2010,20.3495956648115,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2011,24.0405146678709,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2012,27.5214711542077,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2013,30.4665716863509,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2014,34.0362716676157,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2015,37.726012925829,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2016,40.6209477440515,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2017,41.1955298516039,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2018,41.7581237023167,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2019,46.7198476606316,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2020,57.0772794613886,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2021,55.5157684837357,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2022,50.2132675365727,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2023,49.5818289631236,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2024,50.7152000301466,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2025,51.0373170957193,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2026,50.7327024222338,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2027,50.5114145359274,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2028,50.1628286113921,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2029,49.761019754345,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63G_S13_POGDP_PT,A,2030,49.3588739214858,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1991,12.5954519258477,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1992,18.2165739111536,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1993,22.0519425666386,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1994,23.2324027065751,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1995,23.0748775504219,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1996,21.3209279515634,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1997,18.1789469092178,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1998,14.6272936347408,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,1999,11.0268271134615,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2000,7.12138999082087,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2001,4.68330118591793,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2002,2.7577034965464,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2003,0.752661749702176,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2004,-1.22673113220206,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2005,-3.80166146378901,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2006,-6.30473225129309,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2007,-7.25769083102016,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2008,-5.29264201864063,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2009,1.22404009528877,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2010,6.3024840559869,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2011,10.5688972074139,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2012,13.7887062949288,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2013,16.0208238820273,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2014,19.0567829852409,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2015,22.0907125796275,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2016,23.385033319449,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2017,23.3167406269067,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2018,24.1013419095036,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2019,27.8677003216544,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2020,36.0649308799656,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2021,35.6085969132254,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2022,31.4765967576085,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2023,31.1062167407309,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2024,32.1740406675384,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2025,32.5202755277951,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2026,32.3610869941653,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2027,32.0147153955008,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2028,31.6413114444693,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2029,31.3589279857895,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,G63N_S13_POGDP_PT,A,2030,30.9455455205048,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1991,-2.78817427982615,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1992,-4.74480859379721,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1993,-4.72668693696233,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1994,-3.79272146526155,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1995,-2.60260482797345,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1996,-1.45592055379656,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1997,-0.493010610945862,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1998,-0.2457238831529,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,1999,0.665712522458426,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2000,1.2503836759869,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2001,-0.0302537067635515,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2002,0.192555459551211,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2003,1.05078735272896,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2004,1.32311635104794,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2005,1.70678586614949,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2006,1.77143302219628,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2007,1.47439772993058,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2008,-1.1006859505604,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2009,-4.56286315403305,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2010,-5.11567929337717,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2011,-4.52595645442849,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2012,-3.50877482318746,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2013,-2.8100007136267,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2014,-2.91820813922293,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2015,-2.78647618675847,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2016,-2.42432794043917,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2017,-1.71802799588939,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2018,-1.2588155361435,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2019,-4.41008124632546,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2020,-8.72996370210187,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2021,-6.3678232309887,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2022,-2.21331023035713,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2023,-1.26758214796211,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2024,-2.24971149506687,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2025,-2.7295088951532,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2026,-2.30809315656234,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2027,-1.91618755202878,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2028,-1.77786235089446,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2029,-1.62690743809317,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GNLB_S13_POGDP_PT,A,2030,-1.55290742642414,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GPB_S13_POGDP_PT,A,1991,-0.977973686272579,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GPB_S13_POGDP_PT,A,1992,-3.11520945021538,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GPB_S13_POGDP_PT,A,1993,-2.8978519049877,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GPB_S13_POGDP_PT,A,1994,-1.78328820619063,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GPB_S13_POGDP_PT,A,1995,-0.498231838248464,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,AUS,GPB_S13_POGDP_PT,A,1996,0.568142912397142,0,,,,,,,M,OL
