STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,GFS_STO,SECTOR,TRANSFORMATION,UNIT,DERIVATION_TYPE,OVERLAP
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2001,-4.90108320469388,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2002,-6.03626038578878,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2003,-6.18124708594235,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2004,-4.21374425317373,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2005,-3.60967828923697,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2006,-2.39054790419945,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2007,-2.19338056529639,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2008,-3.26398695928452,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2009,-8.67903965422768,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2010,-7.99969378708233,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2011,-7.78387332168725,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2012,-6.97326098067714,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2013,-6.47962671952815,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2014,-4.50643789232728,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2015,-2.63145862591175,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2016,-2.5315753449067,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2017,-2.16369267709688,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2018,-1.6780802906634,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2019,-2.36408716875759,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2020,-8.43517631277239,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2021,-5.54222688228561,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2022,-3.80980389466362,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2023,-2.04757437237786,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2024,-1.14569424844936,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2025,-0.860959280095607,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2026,-1.40432999072851,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2027,-1.54982447873304,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2028,-1.7460436579465,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2029,-2.05834726198183,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,JPN,GPB_S13_POGDP_PT,A,2030,-2.48116094932541,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,1996,16.3403236593691,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,1997,16.1890590934555,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,1998,17.1249434927438,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,1999,17.2910865052287,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2000,19.9261126368626,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2001,19.3611814613187,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2002,19.1145592599543,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2003,19.3772907507407,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2004,18.5865674223577,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2005,19.1086898742986,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2006,19.9003847510365,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2007,21.3031469193761,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2008,20.6828433125967,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2009,19.7782945887112,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2010,19.467035003982,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2011,20.0056510681492,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2012,20.4531997992123,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2013,19.805745369598,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2014,19.4194660823219,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2015,19.2966240343387,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2016,20.0699771661785,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2017,20.7140925407212,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2018,21.7022178556719,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2019,21.6186039527798,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2020,21.5545893022791,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2021,24.0783065798844,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2022,25.1884686581562,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2023,22.4141589487353,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2024,21.7502157140246,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2025,22.5903401402399,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2026,23.2164030325989,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2027,23.3142479680455,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2028,23.3043734129139,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2029,23.5361640498322,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G1_S13_POGDP_PT,A,2030,23.5361640498322,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1991,11.9257195509898,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1992,11.6452690514497,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1993,10.8621262139995,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1994,9.63103838233745,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1995,8.48455697471733,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1996,7.810539685095,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1997,9.69391011476821,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1998,13.817180410839,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,1999,15.759141594568,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2000,16.087068477796,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2001,16.6250692792407,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2002,16.4443953668934,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2003,19.101828730118,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2004,21.602521536819,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2005,24.9174140641525,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2006,27.0434113010767,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2007,26.3456253201184,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2008,25.8564428176229,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2009,28.7905238040082,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2010,28.2746468509929,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2011,31.7001037639938,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2012,33.5360328193328,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2013,36.006810198314,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2014,37.8747074842049,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2015,38.8426572484113,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2016,39.1435517549147,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2017,38.0114458871252,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2018,37.8540177006602,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2019,39.7299167619031,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2020,45.9150498182205,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2021,47.9878253642616,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2022,49.7978572263026,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2023,50.5387461829528,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2024,49.8150061039834,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2025,53.3697182747802,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2026,56.6632480037997,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2027,58.8872977633997,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2028,60.9404222431785,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2029,62.727352721886,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63G_S13_POGDP_PT,A,2030,64.2876529291246,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2013,-2.70303209273491,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2014,-2.62562596998379,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2015,-1.10863310745789,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2016,-0.714969360502917,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2017,-0.681769212209604,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2018,-2.49075439064954,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2019,-1.53111875711566,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2020,2.16381377006539,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2021,2.65144887228312,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2022,6.17920739735907,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2023,7.39599657478549,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2024,7.8109540210894,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2025,9.29721599705691,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2026,10.2638988958618,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2027,10.8967508434587,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2028,11.589424729119,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2029,12.2873503389048,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,G63N_S13_POGDP_PT,A,2030,12.8793772842858,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,1996,2.29868577879206,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,1997,2.3148891529379,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,1998,1.09069933218616,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,1999,1.14534931042869,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2000,3.9051817242501,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2001,2.41990050538873,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2002,3.22879855941538,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2003,1.5085415383708,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2004,0.0862734841661016,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2005,0.954786366826756,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2006,1.18491307717437,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2007,2.49412498249292,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2008,1.58103653041561,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2009,0.239356348800858,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2010,1.6064449702862,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2011,1.72075722380266,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2012,1.630585653066,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2013,0.78946458807002,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2014,0.572968391284435,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2015,0.4968473830062,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2016,1.56309796939651,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2017,2.07663612968421,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2018,2.4240964484553,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2019,0.3506331464319,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2020,-2.1053536698314,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2021,-0.0186325935638611,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2022,-1.49174948282575,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2023,-0.669244197866614,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2024,-0.783187986940531,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2025,-1.51736380674018,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2026,-1.35641892335948,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2027,-1.40892847292689,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2028,-1.35068248836781,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2029,-1.17610158214883,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GNLB_S13_POGDP_PT,A,2030,-1.03672859152365,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GPB_S13_POGDP_PT,A,1996,2.68547629194727,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GPB_S13_POGDP_PT,A,1997,2.71774230957249,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GPB_S13_POGDP_PT,A,1998,1.70110342035705,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GPB_S13_POGDP_PT,A,1999,2.10508322631716,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GPB_S13_POGDP_PT,A,2000,2.52982289148104,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GPB_S13_POGDP_PT,A,2001,1.43269046656233,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GPB_S13_POGDP_PT,A,2002,2.03692457220348,0,,,,,,,M,OL
dataflow,IMF.FAD:FM_2025_OCT_VINTAGE(1.0.0),R,KOR,GPB_S13_POGDP_PT,A,2003,0.488585555803604,0,,,,,,,M,OL
